Company,returnOnEquity,industry,dividendYield,grossMargins,marketCap,returnOnAssets,trailingEps,enterpriseValue,forwardPE,sector,freeCashflow,netIncomeToCommon,profitMargins,totalRevenue,debtToEquity,beta,currentRatio,operatingMargins,trailingPE,quickRatio,forwardEps
AENTW,0.05481,Entertainment,,0.11712,,0.02831,,,,Communication Services,57535124.0,4581000.0,0.00416,1100482944.0,125.339,0.405,1.326,0.0026800002,,0.632,
AEO,0.14731,Apparel Retail,0.0275,0.39382,3497485312.0,0.08041,1.25,4628665856.0,9.386598,Consumer Cyclical,383513760.0,248030000.0,0.04581,5414889984.0,78.084,1.5,1.572,0.07831,14.567999,0.533,1.94
AEON,,Biotechnology,,,32408204.0,-5.9768596,-0.17,43654236.0,-1.1884058,Healthcare,-24595624.0,-305520000.0,,,,0.397,0.385,,,0.33,-0.69
AEP,0.10182,Utilities - Regulated Electric,0.0394,0.45083,50332717056.0,0.026129998,4.96,94120951808.0,16.045841,Utilities,-1226174976.0,2639200000.0,0.13464,19602200576.0,165.878,0.539,0.565,0.25792998,19.054436,0.3,5.89
AER,0.153,Rental & Leasing Services,0.010199999,0.57967997,18515849216.0,0.034760002,12.4,62721511424.0,7.973039,Industrials,-1829526400.0,2533252096.0,0.32406,7817255936.0,289.501,1.829,1.982,0.46147,7.870161,1.534,12.24
AERT,0.18049999,Consulting Services,,0.29108,55180496.0,-0.15296,0.01,67541528.0,,Industrials,18936876.0,-1088000.0,0.0057,72846000.0,1672.747,-0.42,0.87,-0.98517996,124.0,0.698,
AERTW,0.18049999,Consulting Services,,0.29108,,-0.15296,,,,Industrials,18936876.0,-1088000.0,0.0057,72846000.0,1672.747,-0.42,0.87,-0.98517996,,0.698,
AES,-0.02549,Utilities - Diversified,0.0497,0.19440001,9876165632.0,0.028369999,1.44,43299164160.0,6.842365,Utilities,-8318249984.0,1025000000.0,0.08344,12284000256.0,352.879,1.09,0.851,0.20158,9.645833,0.311,2.03
AESI,0.08337,Oil & Gas Equipment & Services,0.0436,0.35102,3355974912.0,0.06454,0.69,2842919680.0,11.116161,Energy,-203835872.0,81279000.0,0.087799996,925756992.0,47.38,,1.226,0.08606,31.898552,1.002,1.98
AEVA,-0.85758,Software - Infrastructure,,-0.48033002,224152432.0,-0.42973998,-3.12,94026456.0,-1.8823528,Technology,-50019752.0,-161080992.0,,7980000.0,3.629,1.369,4.322,-16.83378,,4.028,-2.21
AEYE,-0.43652,Software - Application,,0.78874,409671264.0,-0.00601,-0.29,413801280.0,420.5,Technology,3483375.0,-3299000.0,-0.098929994,33348000.0,130.672,1.024,0.837,0.02723,,0.761,0.08
AFB,0.01523,Asset Management,0.0418,1.0,326542048.0,0.023239998,0.19,558557760.0,,Financial Services,9582564.0,5382387.0,0.21123,25480566.0,66.181,0.552,2.723,0.85942,59.789474,2.723,
AFBI,0.045440003,Banks - Regional,,,136648880.0,0.0064700004,0.85,143164880.0,,Financial Services,,5609000.0,0.18329,30601000.0,,0.514,,0.28521,25.070587,,
AFCG,0.04639,REIT - Mortgage,0.1384,1.0,197164128.0,0.033299997,0.73,150177744.0,5.852761,Real Estate,,14859884.0,0.2886,52610120.0,39.236,1.079,8.268,0.76307,13.068493,8.255,1.63
AFG,0.20601,Insurance - Property & Casualty,0.0225,0.1972,11935869952.0,0.02491,10.67,12254864384.0,12.061917,Financial Services,-33375000.0,895000000.0,0.11306,7916000256.0,36.534,0.778,2.012,0.11092,13.328023,0.907,11.79
AFGB,,,,,,,,,,,,,,,,,,,,,
AFGC,,,,,22576118.0,,,,,,,,,,,,,,,,
AFGD,,,,,,,,,,,,,,,,,,,,,
AFGE,,,,,,,,,,,,,,,,,,,,,
AFJK,,Shell Companies,,,95585344.0,,,95337576.0,,Financial Services,,1625294.0,,,,,1.837,,,1.416,
AFJKR,,,,,,,,,,,,1625294.0,,,,,1.837,,,1.416,
AFL,0.16038,Insurance - Life,0.018099999,0.45196998,61346955264.0,0.0235,6.73,64633004032.0,15.401673,Financial Services,2892499968.0,3808999936.0,0.22015,17301999616.0,50.141,0.958,1.492,0.04815,16.408619,1.349,7.17
AFMD,-1.24077,Biotechnology,,1.0,59900656.0,-0.49308,-5.64,39968536.0,-1.4636016,Healthcare,-52466876.0,-79186000.0,,7429000.0,50.55,2.098,2.71,-74.0619,,2.409,-2.61
AFRI,-0.33731997,Farm Products,,0.100159995,283306752.0,0.0023,-0.47,464463776.0,,Consumer Defensive,29342124.0,-12676000.0,-0.041500002,305476000.0,680.569,0.403,0.479,0.015700001,,0.331,
AFRIW,-0.33731997,Farm Products,,0.100159995,,0.0023,-0.023,,,Consumer Defensive,29342124.0,-12676000.0,-0.041500002,305476000.0,680.569,0.403,0.479,0.015700001,,0.331,
AFRM,-0.16519,Software - Infrastructure,,0.42266998,18084915200.0,-0.035940003,-1.41,23310030848.0,122.52128,Technology,118980128.0,-446196000.0,-0.17672001,2524931072.0,251.092,3.477,15.203,-0.19024,,12.914,0.47
AFYA,0.15281,Education & Training Services,,0.6211,1619864320.0,0.07113,1.06,3643975168.0,10.627218,Consumer Defensive,223090496.0,553011968.0,0.18028,3067473920.0,67.296,0.917,1.472,0.28499,16.943396,1.414,1.69
AG,-0.057550002,Silver,0.0031,0.29517,1876643328.0,-0.06806,-0.26,1888752768.0,23.884617,Basic Materials,-226378128.0,-78176000.0,-0.14885001,525212992.0,16.955,1.387,3.03,0.051960003,,2.367,0.26
AGAE,-0.07846,Entertainment,,0.48773998,54789772.0,-0.05979,-0.16,4867841.0,,Communication Services,-8666453.0,-6512724.0,-0.79303,8212441.0,40.342,1.382,2.874,-2.00398,,2.747,
AGBA,,Asset Management,,0.37971002,66243100.0,-0.22497,-1.34,506094976.0,,Financial Services,-51428144.0,-45977964.0,-1.19979,38321624.0,,-1.448,0.593,-1.4604601,,0.049,
AGBAW,,Asset Management,,0.37971002,,-0.22497,,,,Financial Services,-51428144.0,-45977964.0,-1.19979,38321624.0,,-1.448,0.593,-1.4604601,,0.049,
AGCO,0.03777,Farm & Heavy Construction Machinery,0.0126,0.25393,6850945024.0,0.055630002,2.26,10784644096.0,13.597037,Industrials,438887488.0,169900000.0,0.01351,12575299584.0,94.037,1.249,1.528,0.04859,40.61062,0.484,6.75
AGD,,,,,257851088.0,,,,,,,,,,,,,,17.283333,,
AGEN,,Biotechnology,,-0.25069,84130416.0,-0.21038,-11.14,92943568.0,-0.40247682,Healthcare,-52645000.0,-223671008.0,-1.39985,159630000.0,,1.386,0.369,-1.2843201,,0.349,-9.69
AGFY,,Farm & Heavy Construction Machinery,,0.42985,6432545.0,-0.18120001,9.0,11849207.0,-1.481595,Industrials,-17643376.0,-253000.0,-0.02183,11590000.0,83.518,2.042,0.824,-0.57448,0.53666663,0.015,-3.26
AGI,0.07639,Gold,0.0055,0.58701,7651307520.0,0.057239998,0.6,7619993600.0,16.527273,Basic Materials,284375008.0,243800000.0,0.19891001,1225699968.0,8.475,1.088,1.624,0.36658,30.3,0.936,1.1
AGIO,0.53655,Biotechnology,,,3448045824.0,-0.18175,11.66,2504122624.0,-9.944078,Healthcare,-157062624.0,674307968.0,20.51377,32871000.0,3.74,0.751,8.993,-11.46932,5.185249,8.438,-6.08
AGL,-0.42999,Medical Care Facilities,,-0.00925,889958912.0,-0.09835,-0.76,540933568.0,-7.714286,Healthcare,-90047624.0,-310984992.0,-0.06879,5594117120.0,7.637,0.602,1.286,-0.09101,,1.25,-0.28
AGM,0.13927001,Credit Services,0.026199998,1.0,2247197184.0,0.0067299996,15.54,30653276160.0,12.108906,Financial Services,,170408000.0,0.57038,347660992.0,1970.147,1.059,1.325,0.72853994,13.737452,1.311,17.63
AGM^D,,,,,,,,,,,,,,,,,,,,,
AGM^E,,,,,,,,,,,,,,,,,,,,,
AGM^F,,,,,,,,,,,,,,,,,,,,,
AGM^G,,,,,,,,,,,,,,,,,,,,,
AGMH,-0.29830998,Computer Hardware,,0.04982,43416092.0,-0.05185,-0.31,50180836.0,,Technology,5110755.0,-7439280.0,-0.08007,92907168.0,49.302,0.979,1.117,-0.55078,,0.098,
AGNC,0.13481,REIT - Mortgage,0.1486,1.0,8572995584.0,0.014450001,1.49,62149992448.0,5.595376,Real Estate,,1026000000.0,0.91581,1259000064.0,684.559,1.466,0.216,0.92021006,6.4966445,0.2,1.73
AGNCL,0.13481,REIT - Mortgage,0.076799996,1.0,,0.014450001,,75928510464.0,,Real Estate,,1026000000.0,0.91581,1259000064.0,684.559,1.466,0.216,0.92021006,,0.2,
AGNCM,0.13481,REIT - Mortgage,0.1005,1.0,8930034688.0,0.014450001,-1.86,75824275456.0,,Real Estate,,1026000000.0,0.91581,1259000064.0,684.559,1.466,0.216,0.92021006,,0.2,
AGNCN,0.13481,REIT - Mortgage,0.106300004,1.0,8806083584.0,0.014450001,-1.86,76284805120.0,,Real Estate,,1026000000.0,0.91581,1259000064.0,684.559,1.466,0.216,0.92021006,,0.2,
AGNCO,0.13481,REIT - Mortgage,0.0643,1.0,,0.014450001,-1.86,75965972480.0,,Real Estate,,1026000000.0,0.91581,1259000064.0,684.559,1.466,0.216,0.92021006,,0.2,
AGNCP,0.13481,REIT - Mortgage,0.0617,1.0,,0.014450001,-1.86,75585150976.0,,Real Estate,,1026000000.0,0.91581,1259000064.0,684.559,1.466,0.216,0.92021006,,0.2,
AGO,0.13516,Insurance - Specialty,0.0138,1.04067,4714044416.0,0.02548,12.21,4918603264.0,14.08176,Financial Services,,730000000.0,0.87799,836000000.0,29.367,,1.014,0.76684,7.334971,1.014,6.36
AGR,0.04822,Utilities - Regulated Electric,0.049099997,0.37254003,13866890240.0,0.01884,2.9,29570891776.0,14.8099165,Utilities,-2103000064.0,1122000000.0,0.12889,8705000448.0,72.098,0.558,0.514,0.1277,12.358621,0.212,2.42
AGRI,-1.6150501,Farm Products,,-0.4893,5479918.0,-0.21173,-1.71,2344656.0,0.1868,Consumer Defensive,357207.0,-15045984.0,,57596.0,8.564,0.044,1.239,-27.1431,,1.125,0.25
AGRO,0.16206,Farm Products,0.030199999,0.26192,1160883072.0,0.03749,2.02,2236231424.0,8.518797,Consumer Defensive,73518000.0,215367008.0,0.16280001,1322931968.0,83.902,1.069,2.423,0.06369,5.608911,0.685,1.33
AGS,0.10905,Gambling,,0.70098,476797216.0,0.063540004,0.11,974421952.0,15.12987,Consumer Cyclical,22837876.0,6711000.0,0.01887,386032992.0,771.93,2.353,3.351,0.1816,105.90909,2.532,0.77
AGX,0.14689,Engineering & Construction,0.0095,0.12667,2121462016.0,0.04542,3.19,1640483968.0,31.057312,Industrials,146160496.0,43562000.0,0.061100002,713006016.0,1.2,0.471,1.626,0.082270004,49.26332,1.552,5.06
AGYS,0.46356,Software - Application,,0.62528,3434836992.0,0.04319,3.52,3411611392.0,73.14881,Technology,48517000.0,95286000.0,0.37541,254579008.0,28.485,0.849,1.134,0.09179,34.91193,0.949,1.68
AHCO,-0.1288,Medical Devices,,0.18741,1406099840.0,0.041079998,-1.67,3459775488.0,12.294117,Healthcare,240267872.0,-217758000.0,-0.0657,3262564096.0,142.942,1.13,1.236,0.089209996,,0.91,0.85
AHG,-0.12382,Medical Distribution,,0.05059,207238352.0,-0.06646,-0.21,297221536.0,,Healthcare,-50047752.0,-9058986.0,,2414338.0,1.445,0.195,39.516,-4.15727,,23.699,
AHH,-0.0087,REIT - Diversified,0.074,0.2598,1120764160.0,0.01852,-0.22,2667463680.0,44.32,Real Estate,56314000.0,-14566000.0,-0.00399,756902976.0,164.702,1.056,2.311,0.13299,,1.482,0.25
AHH^A,,,,,,,,,,,,,,,,,,,,,
AHL^C,,,,,,,,,,,,,,,,,,,,,
AHL^D,,,,,,,,,,,,,,,,,,,,,
AHL^E,,,,,,,,,,,,,,,,,,,,,
AHR,-0.020480001,REIT - Healthcare Facilities,0.0378,0.16443,4046574592.0,0.01242,-0.52,5828973568.0,139.31578,Real Estate,174424128.0,-35327000.0,-0.01815,1946301952.0,106.054,,0.968,0.06087,,0.726,0.19
AHT,,REIT - Hotel & Motel,,0.21786,68447400.0,0.012250001,22.3,3243673344.0,-0.7054687,Real Estate,,14220000.0,0.028399998,1215394944.0,,,2.98,0.03273,0.40493274,2.366,-12.8
AHT^D,,,,,,,,,,,,,,,,,,,,,
AHT^F,,,,,,,,,,,,,,,,,,,,,
AHT^G,,,,,,,,,,,,,,,,,,,,,
AHT^H,,,,,,,,,,,,,,,,,,,,,
AHT^I,,,,,,,,,,,,,,,,,,,,,
AI,-0.30781,Software - Application,,0.58438,3581060352.0,-0.18445998,-2.28,2823639808.0,-82.911766,Technology,4091125.0,-278164992.0,-0.85475,325432992.0,0.585,1.789,7.856,-0.83228,,7.654,-0.34
AIEV,,Auto Manufacturers,,,24750634.0,,-0.04,24746240.0,,Consumer Cyclical,,-2429005.0,,,12.22,-0.161,2.06,,,0.13,
AIFF,,Software - Application,,1.0,27249754.0,,-0.3,27066740.0,,Technology,,-4113000.0,,64000.0,,,0.209,-125.9,,0.183,
AIG,0.085,Insurance - Diversified,0.0212,0.27963,47019708416.0,0.00827,5.03,43859734528.0,11.233978,Financial Services,23808874496.0,3814000128.0,-0.04876,45298999296.0,22.306,1.069,0.644,0.105100006,14.986082,0.232,6.71
AIHS,-0.82334,Credit Services,,0.22238001,10149870.0,-0.25876,-0.42,13053246.0,,Financial Services,801315.0,-3914566.0,-0.67006,5842114.0,19.636,1.012,0.407,-0.70668,,0.317,
AILE,,Software - Infrastructure,,0.68904996,224465056.0,,0.06,294929504.0,7.9500003,Technology,,-342915008.0,-0.70583,485830016.0,3753.199,0.261,3.399,-0.62871,26.500002,3.397,0.2
AILEW,,Software - Infrastructure,,0.68904996,,,,,,Technology,,-342915008.0,-0.70583,485830016.0,3753.199,0.261,3.399,-0.62871,,3.397,
AIM,-1.54787,Biotechnology,,0.71143997,14716179.0,-0.80042,-0.57,6496573.0,-0.56341463,Healthcare,-16044000.0,-28045000.0,,201000.0,55.048,-0.363,1.172,-73.88,,1.138,-0.41
AIMAU,,Shell Companies,,,,-0.01901,-0.003,67295240.0,,Financial Services,-559785.0,956501.0,,,,0.003,0.008,,,0.002,
AIMAW,,Shell Companies,,,,-0.01901,-0.003,,,Financial Services,-559785.0,956501.0,,,,0.003,0.008,,,0.002,
AIMD,-0.70602,Medical Devices,,,6918016.0,-0.2802,-3.21,14031423.0,,Healthcare,-697012.0,-16133650.0,,40633.0,68.083,,1.368,-359.8546,,1.248,
AIMDW,-0.70602,Medical Devices,,,,-0.2802,,,,Healthcare,-697012.0,-16133650.0,,40633.0,68.083,,1.368,-359.8546,,1.248,
AIN,0.10515001,Textile Manufacturing,0.0125,0.34569,2606663936.0,0.05984,3.2,2847314944.0,21.631168,Consumer Cyclical,113630752.0,100394000.0,0.07922,1267293952.0,36.34,1.294,3.677,0.08975001,26.025,2.72,3.85
AIO,,,0.1116,,809417344.0,,3.21,,,,,,,,,,,,7.342679,,
AIOT,,Software - Infrastructure,,0.49603,723933312.0,,-0.55,710747264.0,18.3,Technology,,-94723000.0,-0.29783002,178298000.0,38.55,1.674,1.23,0.0287,,0.901,0.3
AIP,-2.9684799,Semiconductors,,0.89339995,340704320.0,-0.21101,-0.94,298156288.0,-32.615383,Technology,7981375.0,-35975000.0,-0.65721,54739000.0,277.094,1.125,1.158,-0.53823,,1.062,-0.26
AIR,0.05566,Aerospace & Defense,,0.18849,2417665536.0,0.04374,1.81,3385442560.0,14.962223,Industrials,-64300000.0,64200000.0,0.026700001,2430899968.0,87.581,1.569,3.056,0.06211,37.1989,1.088,4.5
AIRE,,Real Estate Services,,-0.100430004,45864500.0,,-0.05,40691432.0,-6.6666665,Real Estate,,-8564396.0,,99036.0,0.214,,3.299,-19.40991,,2.702,-0.15
AIRG,-0.35919997,Communication Equipment,,0.37401,112562944.0,-0.17037001,-1.17,105398008.0,49.8,Technology,819500.0,-12333000.0,-0.23191,53181000.0,3.96,0.697,2.068,-0.16498,,1.655,0.2
AIRI,-0.09826,Aerospace & Defense,,0.14848,20055612.0,0.00341,-0.46,46783592.0,23.115387,Industrials,3455000.0,-1526000.0,-0.02858,53395000.0,181.113,0.321,1.457,0.055409998,,0.313,0.26
AIRJ,1.61851,Building Products & Equipment,,,348598112.0,-0.044239998,-0.21,314114688.0,,Industrials,-8064557.0,187478544.0,,,0.072,-0.018,10.152,,,9.783,
AIRJW,1.61851,Building Products & Equipment,,,,-0.044239998,,,,Industrials,-8064557.0,187478544.0,,,0.072,-0.018,10.152,,,9.783,
AIRS,-0.09345999,Medical Care Facilities,,0.65037,479742176.0,0.01124,-0.06,578379456.0,416.5,Healthcare,7702000.0,-7791000.0,-0.04127,188780000.0,123.814,1.619,0.509,-0.087340005,,0.345,0.02
AIRT,-0.24461001,Conglomerates,,0.21174999,41925160.0,0.00016000001,-2.35,173144112.0,,Industrials,15001125.0,-6623000.0,-0.0235,281814016.0,1038.697,0.725,2.149,-0.0086900005,,0.722,
AIRTP,-0.24461001,Conglomerates,0.109799996,0.21174999,438737184.0,0.00016000001,0.336,181488016.0,,Industrials,15001125.0,-6623000.0,-0.0235,281814016.0,1038.697,0.725,2.149,-0.0086900005,54.205658,0.722,
AISP,,Software - Infrastructure,,0.44219002,84648104.0,-0.28915,0.42,81473728.0,39.75,Technology,-2269395.0,7684115.0,0.32604998,23567016.0,,0.153,0.383,0.15252,7.571429,0.338,0.08
AISPW,,Software - Infrastructure,,0.44219002,,-0.28915,,,,Technology,-2269395.0,7684115.0,0.32604998,23567016.0,,0.153,0.383,0.15252,,0.338,
AIT,0.23356001,Industrial Distribution,0.0054,0.29815,10580476928.0,0.10606,9.8,10639255552.0,26.035954,Industrials,357654368.0,383999008.0,0.08565,4483162112.0,34.09,1.024,3.783,0.10295,28.081633,2.598,10.57
AITR,,Shell Companies,,,82609888.0,,0.13,82429840.0,,Financial Services,,-35880.0,,,,,8.741,,81.07693,8.741,
AITRR,,,,,,,,,,,,-35880.0,,,,,8.741,,,8.741,
AIV,-0.39536998,REIT - Residential,,0.57918,1223389440.0,0.00101,-1.73,2758335744.0,-19.244444,Real Estate,-114432624.0,-244147008.0,-1.1925,204735008.0,295.635,1.516,1.621,-0.02773,,0.792,-0.45
AIXI,,Software - Application,,0.61272,57033044.0,-0.20817,-2.88,184683104.0,-10.962963,Technology,,-23366052.0,-0.35595,65643604.0,,,0.642,-0.45016,,0.512,-0.54
AIZ,0.15215,Insurance - Property & Casualty,0.0137,0.106809996,10807793664.0,0.01873,13.99,10751888384.0,11.759486,Financial Services,1712562560.0,741400000.0,0.06307,11755799552.0,39.627,0.568,0.427,0.059710003,15.062902,0.143,17.92
AIZN,,,,,,,,,,,,,,,,,,,,,
AJG,0.10321999,Insurance Brokers,0.0082,0.43515,64236232704.0,0.02923,5.24,70806069248.0,25.950356,Financial Services,2754050048.0,1172199936.0,0.10988,10667700224.0,70.273,0.727,1.059,0.18721001,55.8626,0.171,11.28
AJX,-0.41241002,REIT - Mortgage,0.0912,,139441856.0,-0.105179995,-3.37,662100736.0,7.871795,Real Estate,,-117768000.0,,-90326000.0,245.119,1.846,2.252,2.81283,,2.056,0.39
AKA,-0.20962,Apparel Retail,,0.55796003,250581408.0,-0.017439999,-8.95,407868256.0,-294.375,Consumer Cyclical,16562875.0,-30516000.0,-0.054050002,564585984.0,131.718,1.413,1.581,-0.01382,,0.301,-0.08
AKAM,0.11541,Software - Infrastructure,,0.59678,13751570432.0,0.041890003,3.38,16632212480.0,13.633234,Technology,682680000.0,526177984.0,0.13266,3966245888.0,96.999,0.678,1.328,0.15695,26.943787,1.208,6.68
AKAN,-2.42877,Drug Manufacturers - Specialty & Generic,,0.10348,2183027.0,-0.25515,-262.38,-3653910.0,,Healthcare,-8990619.0,-31840168.0,,2508317.0,8.193,1.521,1.411,-4.93249,,1.172,
AKBA,,Drug Manufacturers - Specialty & Generic,,0.84134,434180192.0,-0.09373,-0.21,503358592.0,-7.6538463,Healthcare,8984625.0,-45992000.0,-0.27073,169879008.0,,0.734,1.524,-0.33411,,1.007,-0.26
AKO/A,,,,,,,,,,,,,,,,,,,,,
AKO/B,,,,,,,,,,,,,,,,,,,,,
AKR,-0.0014200001,REIT - Retail,0.030199999,0.69505996,3249151744.0,0.011080001,0.11,5087486464.0,64.5641,Real Estate,71146872.0,10662000.0,0.03209,367395008.0,68.516,1.483,1.469,0.29587,228.90909,0.649,0.39
AKRO,-0.35903,Biotechnology,,,2306165504.0,-0.23166999,-3.78,1625275904.0,-7.774118,Healthcare,-134678496.0,-237222000.0,,,4.925,-0.26,17.253,,,16.568,-4.25
AKTS,-11.525129,Communication Equipment,,-0.02516,7234859.0,-0.38050997,-1.89,35650856.0,-0.13371429,Technology,28564500.0,-167950000.0,,27384000.0,,1.689,0.436,-1.24253,,0.39,-0.35
AKTX,,Biotechnology,,,27932580.0,-1.7282699,-2.99,54982692864.0,-0.6764706,Healthcare,-7512510.0,-20133000.0,,,,0.951,0.578,,,0.476,-3.4
AKYA,-1.28202,Medical Instruments & Supplies,,0.57566,159388384.0,-0.18093,-1.17,198862352.0,-5.8545456,Healthcare,-34914376.0,-60351000.0,-0.64742994,93216000.0,380.682,1.346,2.734,-0.4747,,1.887,-0.55
AL,0.07322,Rental & Leasing Services,0.0182,0.58993,5386191872.0,0.02813,4.39,25087369216.0,10.582057,Industrials,-3366687744.0,490151008.0,0.19575001,2737329920.0,262.671,1.6,1.096,0.50379,11.015945,0.585,4.57
AL^A,,,,,,,,,,,,,,,,,,,,,
ALAB,,Semiconductors,,0.77615,14631865344.0,,-0.59,13745050624.0,80.21739,Technology,,-93809000.0,-0.30686,305708000.0,,,10.74,-0.07867,,10.361,1.15
ALAR,0.29162002,Software - Infrastructure,,0.77922,95961328.0,0.23565,1.3,935070528.0,18.38158,Technology,9754500.0,3871000.0,0.12704,31117000.0,8.632,0.041,2.445,0.34714,10.746155,2.445,0.76
ALB,-0.17662,Specialty Chemicals,0.0147,-0.11823,12986994688.0,-0.051760003,-16.76,17514459136.0,60.048912,Basic Materials,-1791566336.0,-1967380992.0,-0.28798,6501978112.0,35.334,1.551,2.444,-0.20657,,1.509,1.84
ALB^A,,,,,,,,,,,,,,,,,,,,,
ALBT,-1.28851,Real Estate Services,,,3644386.0,-0.33187,-20.1,31720626.0,,Real Estate,-4870534.0,-14539748.0,,-7532164.0,187.387,0.305,0.083,1037.4917,,0.034,
ALC,0.05391,Medical Instruments & Supplies,0.0029,0.55365,46041075712.0,0.025009999,2.22,49348460544.0,26.215908,Healthcare,1067750016.0,1102000000.0,0.11436,9635999744.0,24.306,0.73,2.559,0.13101,41.567566,1.494,3.52
ALCE,,Utilities - Renewable,,0.79432,6913209.0,-0.058790002,-18.92,265977056.0,,Utilities,,-57439000.0,-1.92477,29842000.0,,0.251,0.098,0.28717,,0.072,
ALCO,0.09702,Farm Products,0.0075,-0.73319,203763632.0,-0.06668,3.41,283954624.0,-72.189186,Consumer Defensive,-27565876.0,26037000.0,0.56129,46388000.0,30.804,0.805,2.67,-0.49433997,7.8328443,0.669,-0.37
ALCY,,Shell Companies,,,163178448.0,-0.00433,0.4,163136048.0,,Financial Services,-555402.0,5452818.0,,,,,0.513,,27.249998,0.385,
ALDX,-0.43050998,Biotechnology,,,326927296.0,-0.23448999,-0.64,269796512.0,-8.999999,Healthcare,-57674432.0,-44795640.0,,,18.348,1.432,6.805,,,4.241,-0.61
ALE,0.035469998,Utilities - Diversified,0.0432,0.31569,3772111360.0,0.016929999,3.12,6029809664.0,16.350876,Utilities,16812500.0,180200000.0,0.11495,1567699968.0,53.004,0.786,1.446,0.12425999,20.910257,0.714,3.99
ALEC,-1.12551,Biotechnology,,-2.04354,593471552.0,-0.19248,-1.71,170908592.0,-4.0945945,Healthcare,-66916500.0,-158408992.0,-2.57542,61508000.0,29.125,0.657,3.293,-3.01323,,3.208,-1.48
ALEX,0.0587,REIT - Retail,0.0448,0.49745,1443215744.0,0.03076,0.82,1897717632.0,32.573772,Real Estate,137909120.0,59740000.0,0.19301,230948992.0,47.635,1.283,0.905,0.37603,24.231709,0.219,0.61
ALF,,,,,360453120.0,,,,,,,,,,,,,,,,
ALFUU,,,,,,,,,,,,,,,,,,,,,
ALFUW,,,,,,,,,,,,,,,,,,,,,
ALG,0.12529999,Farm & Heavy Construction Machinery,0.0053,0.25869,2366191616.0,0.07455,9.93,2470618624.0,18.082949,Industrials,138363376.0,119372000.0,0.071880005,1660732032.0,24.02,1.076,4.149,0.099870004,19.758307,2.343,10.85
ALGM,-0.024449999,Semiconductors,,0.49126,3837906432.0,0.030369999,-0.14,4075290112.0,33.64516,Technology,69165128.0,-25120000.0,-0.029560002,849875008.0,45.248,1.688,4.222,0.0217,,2.143,0.62
ALGN,0.11401,Medical Instruments & Supplies,,0.7032,16814865408.0,0.06696,5.86,15900523520.0,21.953217,Healthcare,413269120.0,441568992.0,0.111490004,3960518912.0,3.235,1.65,1.259,0.16604,38.43686,1.067,10.26
ALGS,-1.10672,Biotechnology,,,50194580.0,-0.53971,-7.25,-27058616.0,-1.1736577,Healthcare,-50269500.0,-75735000.0,,7967000.0,14.632,2.116,4.226,-24.89538,,4.012,-11.92
ALGT,-0.019650001,Airlines,0.0381,0.22228001,1372674048.0,0.01087,-1.52,2844676352.0,12.924007,Industrials,-149292624.0,-26373000.0,-0.0104,2495886080.0,175.146,1.612,0.754,-0.03122,,0.665,5.79
ALHC,-0.9451,Healthcare Plans,,0.104540005,2580228096.0,-0.10235,-0.76,2420520448.0,-26.392157,Healthcare,-47495376.0,-144152992.0,-0.05842,2467706880.0,190.431,1.455,1.602,-0.02753,,1.452,-0.51
ALIT,-0.07019,Software - Application,,0.35981998,4155712256.0,0.00093999994,-0.63,6737606656.0,13.08772,Technology,-479624992.0,-323000000.0,-0.08958,3360000000.0,65.289,1.076,1.368,-0.063200004,,0.241,0.57
ALK,0.07513,Airlines,,0.23917,6582097920.0,0.02855,2.51,10219075584.0,9.601851,Industrials,925000000.0,322000000.0,0.02994,10753999872.0,137.129,1.593,0.598,0.13379,20.65737,0.483,5.4
ALKS,0.29229,Drug Manufacturers - Specialty & Generic,,0.83168,4866225664.0,0.08979999,2.29,4323349504.0,14.9626875,Healthcare,162093872.0,386952992.0,0.22147,1505121024.0,28.326,0.435,3.448,0.27703,13.133188,2.819,2.01
ALKT,-0.13906999,Software - Application,,0.58109003,3782706944.0,-0.06753,-0.47,3700409088.0,73.803925,Technology,20153750.0,-45905000.0,-0.14547,315561984.0,5.525,0.43,3.518,-0.12139,,2.985,0.51
ALL,0.23783001,Insurance - Property & Casualty,0.0186,0.22216,52303892480.0,0.03271,15.47,54546980864.0,10.379401,Financial Services,2982249984.0,4111000064.0,0.067719996,62432002048.0,38.833,0.481,0.431,0.093219995,12.767938,0.256,19.03
